Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,AQI Value_Normalized,CO AQI Value_Normalized,Ozone AQI Value_Normalized,NO2 AQI Value_Normalized,PM2.5 AQI Value_Normalized
venezuela (bolivarian republic of),barcelona,163,unhealthy,4,good,8,good,8,good,163,unhealthy,0.31781376518218624,0.03007518796992481,0.03404255319148936,0.08791208791208792,0.326
india,barwaha,153,unhealthy,1,good,35,good,0,good,153,unhealthy,0.2975708502024291,0.007518796992481203,0.14893617021276595,0.0,0.306
uruguay,canelones,36,good,1,good,18,good,2,good,36,good,0.060728744939271245,0.007518796992481203,0.07659574468085106,0.02197802197802198,0.07200000000000001
italy,cassano delle murge,45,good,1,good,45,good,2,good,30,good,0.07894736842105263,0.007518796992481203,0.19148936170212766,0.02197802197802198,0.06
italy,castel san giorgio,48,good,2,good,42,good,6,good,48,good,0.08502024291497975,0.015037593984962405,0.17872340425531916,0.06593406593406594,0.096
myanmar,chauk,23,good,0,good,23,good,0,good,18,good,0.03441295546558705,0.0,0.09787234042553192,0.0,0.036000000000000004
sri lanka,chavakachcheri,55,moderate,0,good,26,good,0,good,55,moderate,0.09919028340080971,0.0,0.11063829787234043,0.0,0.11
zimbabwe,chegutu,42,good,1,good,17,good,0,good,42,good,0.0728744939271255,0.007518796992481203,0.0723404255319149,0.0,0.084
italy,chieti,55,moderate,2,good,36,good,10,good,55,moderate,0.09919028340080971,0.015037593984962405,0.15319148936170213,0.1098901098901099,0.11
zambia,chililabombwe,57,moderate,1,good,20,good,0,good,57,moderate,0.10323886639676114,0.007518796992481203,0.0851063829787234,0.0,0.114
guatemala,chimaltenango,109,unhealthy for sensitive groups,3,good,9,good,11,good,109,unhealthy for sensitive groups,0.20850202429149797,0.022556390977443608,0.03829787234042553,0.1208791208791209,0.218
indonesia,cikarang,132,unhealthy for sensitive groups,3,good,132,unhealthy for sensitive groups,1,good,127,unhealthy for sensitive groups,0.2550607287449393,0.022556390977443608,0.5617021276595745,0.01098901098901099,0.254
canada,collingwood,41,good,1,good,30,good,5,good,41,good,0.0708502024291498,0.007518796992481203,0.1276595744680851,0.05494505494505495,0.082
united states of america,columbine,73,moderate,1,good,9,good,13,good,73,moderate,0.13562753036437247,0.007518796992481203,0.03829787234042553,0.14285714285714288,0.146
france,comines,46,good,1,good,30,good,3,good,46,good,0.08097165991902834,0.007518796992481203,0.1276595744680851,0.03296703296703297,0.092
brazil,conceicao da feira,35,good,1,good,13,good,2,good,35,good,0.058704453441295545,0.007518796992481203,0.055319148936170216,0.02197802197802198,0.07
italy,cormano,100,unhealthy for sensitive groups,1,good,35,good,5,good,100,unhealthy for sensitive groups,0.1902834008097166,0.007518796992481203,0.14893617021276595,0.05494505494505495,0.2
italy,cortona,36,good,1,good,36,good,2,good,22,good,0.060728744939271245,0.007518796992481203,0.15319148936170213,0.02197802197802198,0.044
brazil,cruzilia,43,good,1,good,9,good,3,good,43,good,0.07489878542510121,0.007518796992481203,0.03829787234042553,0.03296703296703297,0.08600000000000001
ghana,akwatia,150,unhealthy,4,good,8,good,3,good,150,unhealthy,0.291497975708502,0.03007518796992481,0.03404255319148936,0.03296703296703297,0.3
united states of america,alameda,67,moderate,1,good,22,good,18,good,67,moderate,0.12348178137651822,0.007518796992481203,0.09361702127659574,0.19780219780219782,0.134
pakistan,alipur chatha,163,unhealthy,3,good,163,unhealthy,2,good,160,unhealthy,0.31781376518218624,0.022556390977443608,0.6936170212765957,0.02197802197802198,0.32
italy,alzano lombardo,66,moderate,1,good,24,good,5,good,66,moderate,0.12145748987854252,0.007518796992481203,0.1021276595744681,0.05494505494505495,0.132
ecuador,ambato,38,good,1,good,2,good,2,good,38,good,0.06477732793522267,0.007518796992481203,0.00851063829787234,0.02197802197802198,0.076
afghanistan,anar darreh,126,unhealthy for sensitive groups,1,good,42,good,0,good,126,unhealthy for sensitive groups,0.24291497975708504,0.007518796992481203,0.17872340425531916,0.0,0.252
belgium,ans,37,good,1,good,22,good,4,good,37,good,0.06275303643724696,0.007518796992481203,0.09361702127659574,0.04395604395604396,0.074
belgium,aywaille,31,good,1,good,24,good,3,good,31,good,0.050607287449392704,0.007518796992481203,0.1021276595744681,0.03296703296703297,0.062
philippines,baculongan,26,good,0,good,21,good,1,good,26,good,0.040485829959514164,0.0,0.08936170212765958,0.01098901098901099,0.052000000000000005
germany,bad oldesloe,37,good,0,good,29,good,1,good,37,good,0.06275303643724696,0.0,0.12340425531914893,0.01098901098901099,0.074
switzerland,bad sackingen,40,good,1,good,21,good,3,good,40,good,0.06882591093117409,0.007518796992481203,0.08936170212765958,0.03296703296703297,0.08
thailand,ban tak,42,good,0,good,20,good,0,good,42,good,0.0728744939271255,0.0,0.0851063829787234,0.0,0.084
china,baoding,164,unhealthy,4,good,164,unhealthy,4,good,149,unhealthy for sensitive groups,0.31983805668016196,0.03007518796992481,0.6978723404255319,0.04395604395604396,0.298
italy,baronissi,56,moderate,1,good,56,moderate,1,good,38,good,0.10121457489878542,0.007518796992481203,0.23829787234042554,0.01098901098901099,0.076
indonesia,batu,78,moderate,1,good,35,good,1,good,78,moderate,0.145748987854251,0.007518796992481203,0.14893617021276595,0.01098901098901099,0.156
united states of america,beacon,53,moderate,1,good,33,good,6,good,53,moderate,0.0951417004048583,0.007518796992481203,0.14042553191489363,0.06593406593406594,0.106
belgium,vilvoorde,44,good,1,good,27,good,4,good,44,good,0.07692307692307693,0.007518796992481203,0.1148936170212766,0.04395604395604396,0.088
netherlands,voerendaal,43,good,1,good,25,good,4,good,43,good,0.07489878542510121,0.007518796992481203,0.10638297872340426,0.04395604395604396,0.08600000000000001
croatia,vukovar,69,moderate,1,good,39,good,1,good,69,moderate,0.12753036437246965,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.138
pakistan,warburton,159,unhealthy,3,good,152,unhealthy,1,good,159,unhealthy,0.3097165991902834,0.022556390977443608,0.6468085106382979,0.01098901098901099,0.318
germany,weingarten,84,moderate,1,good,33,good,3,good,84,moderate,0.15789473684210525,0.007518796992481203,0.14042553191489363,0.03296703296703297,0.168
germany,wertheim,52,moderate,1,good,33,good,2,good,52,moderate,0.09311740890688258,0.007518796992481203,0.14042553191489363,0.02197802197802198,0.10400000000000001
united states of america,west freehold,46,good,1,good,22,good,13,good,46,good,0.08097165991902834,0.007518796992481203,0.09361702127659574,0.14285714285714288,0.092
united states of america,whitman,38,good,1,good,23,good,9,good,38,good,0.06477732793522267,0.007518796992481203,0.09787234042553192,0.09890109890109891,0.076
china,wuda,87,moderate,1,good,87,moderate,0,good,87,moderate,0.16396761133603238,0.007518796992481203,0.3702127659574468,0.0,0.17400000000000002
china,xifeng,91,moderate,3,good,91,moderate,1,good,72,moderate,0.1720647773279352,0.022556390977443608,0.3872340425531915,0.01098901098901099,0.14400000000000002
china,yantai,97,moderate,3,good,75,moderate,4,good,97,moderate,0.18421052631578946,0.022556390977443608,0.3191489361702128,0.04395604395604396,0.194
russian federation,yaroslavskiy,55,moderate,1,good,38,good,0,good,55,moderate,0.09919028340080971,0.007518796992481203,0.16170212765957448,0.0,0.11
united states of america,yorba linda,99,moderate,3,good,10,good,30,good,99,moderate,0.1882591093117409,0.022556390977443608,0.0425531914893617,0.3296703296703297,0.198
azerbaijan,zabrat,95,moderate,1,good,36,good,0,good,95,moderate,0.18016194331983806,0.007518796992481203,0.15319148936170213,0.0,0.19
poland,zyrardow,57,moderate,1,good,35,good,2,good,57,moderate,0.10323886639676114,0.007518796992481203,0.14893617021276595,0.02197802197802198,0.114
switzerland,thalwil,113,unhealthy for sensitive groups,1,good,27,good,3,good,113,unhealthy for sensitive groups,0.2165991902834008,0.007518796992481203,0.1148936170212766,0.03296703296703297,0.226
myanmar,tharrawaddy,54,moderate,0,good,21,good,0,good,54,moderate,0.09716599190283401,0.0,0.08936170212765958,0.0,0.108
france,thionville,50,good,1,good,28,good,3,good,50,good,0.08906882591093117,0.007518796992481203,0.11914893617021277,0.03296703296703297,0.1
mexico,tianguistenco,160,unhealthy,4,good,7,good,15,good,160,unhealthy,0.3117408906882591,0.03007518796992481,0.029787234042553193,0.16483516483516486,0.32
greece,tirnavos,42,good,1,good,41,good,1,good,42,good,0.0728744939271255,0.007518796992481203,0.17446808510638298,0.01098901098901099,0.084
japan,tobe,53,moderate,1,good,53,moderate,1,good,29,good,0.0951417004048583,0.007518796992481203,0.225531914893617,0.01098901098901099,0.058
japan,tomiya,33,good,1,good,33,good,1,good,18,good,0.05465587044534413,0.007518796992481203,0.14042553191489363,0.01098901098901099,0.036000000000000004
iran (islamic republic of),tonekabon,36,good,1,good,36,good,0,good,12,good,0.060728744939271245,0.007518796992481203,0.15319148936170213,0.0,0.024
spain,torre del campo,29,good,1,good,17,good,3,good,29,good,0.04655870445344129,0.007518796992481203,0.0723404255319149,0.03296703296703297,0.058
russian federation,totma,54,moderate,1,good,27,good,1,good,54,moderate,0.09716599190283401,0.007518796992481203,0.1148936170212766,0.01098901098901099,0.108
italy,treviglio,110,unhealthy for sensitive groups,2,good,30,good,7,good,110,unhealthy for sensitive groups,0.21052631578947367,0.015037593984962405,0.1276595744680851,0.07692307692307693,0.22
china,tucheng,167,unhealthy,3,good,167,unhealthy,1,good,123,unhealthy for sensitive groups,0.3259109311740891,0.022556390977443608,0.7106382978723405,0.01098901098901099,0.246
latvia,tukums,32,good,1,good,32,good,0,good,27,good,0.05263157894736842,0.007518796992481203,0.13617021276595745,0.0,0.054
kyrgyzstan,tyup,61,moderate,0,good,34,good,0,good,61,moderate,0.11133603238866396,0.0,0.1446808510638298,0.0,0.122
netherlands,uitgeest,44,good,0,good,37,good,1,good,44,good,0.07692307692307693,0.0,0.1574468085106383,0.01098901098901099,0.088
india,unnao,188,unhealthy,2,good,121,unhealthy for sensitive groups,1,good,188,unhealthy,0.3684210526315789,0.015037593984962405,0.5148936170212766,0.01098901098901099,0.376
russian federation,ust ilimsk,63,moderate,1,good,37,good,0,good,63,moderate,0.11538461538461539,0.007518796992481203,0.1574468085106383,0.0,0.126
pakistan,utmanzai,77,moderate,1,good,55,moderate,0,good,77,moderate,0.1437246963562753,0.007518796992481203,0.23404255319148937,0.0,0.154
india,vadakku valliyur,57,moderate,0,good,25,good,0,good,57,moderate,0.10323886639676114,0.0,0.10638297872340426,0.0,0.114
mexico,valle de santiago,57,moderate,1,good,6,good,7,good,57,moderate,0.10323886639676114,0.007518796992481203,0.025531914893617023,0.07692307692307693,0.114
denmark,varde,41,good,0,good,34,good,0,good,41,good,0.0708502024291498,0.0,0.1446808510638298,0.0,0.082
ukraine,vasylivka,38,good,1,good,38,good,0,good,13,good,0.06477732793522267,0.007518796992481203,0.16170212765957448,0.0,0.026000000000000002
malaysia,bedong,70,moderate,1,good,49,good,0,good,70,moderate,0.12955465587044535,0.007518796992481203,0.20851063829787234,0.0,0.14
russian federation,beloyarskiy,45,good,1,good,34,good,0,good,45,good,0.07894736842105263,0.007518796992481203,0.1446808510638298,0.0,0.09
india,belsand,132,unhealthy for sensitive groups,3,good,103,unhealthy for sensitive groups,1,good,132,unhealthy for sensitive groups,0.2550607287449393,0.022556390977443608,0.43829787234042555,0.01098901098901099,0.264
turkey,bergama,42,good,1,good,42,good,0,good,26,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.0,0.052000000000000005
united republic of tanzania,biharamulo,27,good,1,good,17,good,0,good,27,good,0.04251012145748988,0.007518796992481203,0.0723404255319149,0.0,0.054
india,bijnor,168,unhealthy,3,good,168,unhealthy,1,good,151,unhealthy,0.32793522267206476,0.022556390977443608,0.7148936170212766,0.01098901098901099,0.302
italy,bologna,45,good,1,good,32,good,4,good,45,good,0.07894736842105263,0.007518796992481203,0.13617021276595745,0.04395604395604396,0.09
turkey,bozova,68,moderate,1,good,38,good,1,good,68,moderate,0.12550607287449392,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.136
united states of america,brewster,29,good,1,good,29,good,2,good,14,good,0.04655870445344129,0.007518796992481203,0.12340425531914893,0.02197802197802198,0.028
united states of america,broadview heights,45,good,1,good,45,good,3,good,33,good,0.07894736842105263,0.007518796992481203,0.19148936170212766,0.03296703296703297,0.066
germany,buchen,53,moderate,1,good,33,good,3,good,53,moderate,0.0951417004048583,0.007518796992481203,0.14042553191489363,0.03296703296703297,0.106
ukraine,burshtyn,88,moderate,1,good,38,good,1,good,88,moderate,0.1659919028340081,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.176
chile,calera,158,unhealthy,6,good,0,good,20,good,158,unhealthy,0.3076923076923077,0.045112781954887216,0.0,0.2197802197802198,0.316
italy,caltanissetta,56,moderate,1,good,35,good,3,good,56,moderate,0.10121457489878542,0.007518796992481203,0.14893617021276595,0.03296703296703297,0.112
philippines,calumpit,63,moderate,1,good,23,good,1,good,63,moderate,0.11538461538461539,0.007518796992481203,0.09787234042553192,0.01098901098901099,0.126
romania,giurgiu,52,moderate,1,good,48,good,0,good,52,moderate,0.09311740890688258,0.007518796992481203,0.2042553191489362,0.0,0.10400000000000001
pakistan,gojra,175,unhealthy,5,good,71,moderate,8,good,175,unhealthy,0.34210526315789475,0.03759398496240601,0.3021276595744681,0.08791208791208792,0.35000000000000003
india,gokak,98,moderate,2,good,27,good,4,good,98,moderate,0.1862348178137652,0.015037593984962405,0.1148936170212766,0.04395604395604396,0.196
canada,grosse ile,66,moderate,1,good,34,good,3,good,66,moderate,0.12145748987854252,0.007518796992481203,0.1446808510638298,0.03296703296703297,0.132
brazil,guaruja,56,moderate,1,good,27,good,2,good,56,moderate,0.10121457489878542,0.007518796992481203,0.1148936170212766,0.02197802197802198,0.112
united states of america,guthrie,54,moderate,1,good,47,good,1,good,54,moderate,0.09716599190283401,0.007518796992481203,0.2,0.01098901098901099,0.108
united states of america,hamden,57,moderate,1,good,39,good,7,good,57,moderate,0.10323886639676114,0.007518796992481203,0.16595744680851063,0.07692307692307693,0.114
belgium,hamme,50,good,1,good,38,good,2,good,50,good,0.08906882591093117,0.007518796992481203,0.16170212765957448,0.02197802197802198,0.1
india,hirakud,156,unhealthy,2,good,67,moderate,2,good,156,unhealthy,0.30364372469635625,0.015037593984962405,0.2851063829787234,0.02197802197802198,0.312
netherlands,hoorn,38,good,0,good,38,good,0,good,34,good,0.06477732793522267,0.0,0.16170212765957448,0.0,0.068
united states of america,horn lake,71,moderate,1,good,60,moderate,1,good,71,moderate,0.13157894736842105,0.007518796992481203,0.2553191489361702,0.01098901098901099,0.14200000000000002
nigeria,igede,74,moderate,2,good,35,good,0,good,74,moderate,0.13765182186234817,0.015037593984962405,0.14893617021276595,0.0,0.148
nigeria,ikorodu,86,moderate,2,good,36,good,1,good,86,moderate,0.16194331983805668,0.015037593984962405,0.15319148936170213,0.01098901098901099,0.17200000000000001
brazil,indaiatuba,75,moderate,1,good,32,good,1,good,75,moderate,0.13967611336032387,0.007518796992481203,0.13617021276595745,0.01098901098901099,0.15
poland,inowroclaw,42,good,1,good,42,good,0,good,26,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.0,0.052000000000000005
brazil,ipanema,29,good,0,good,21,good,0,good,29,good,0.04655870445344129,0.0,0.08936170212765958,0.0,0.058
brazil,iracemapolis,88,moderate,2,good,21,good,3,good,88,moderate,0.1659919028340081,0.015037593984962405,0.08936170212765958,0.03296703296703297,0.176
russian federation,ivdel,52,moderate,1,good,38,good,0,good,52,moderate,0.09311740890688258,0.007518796992481203,0.16170212765957448,0.0,0.10400000000000001
japan,iwai,78,moderate,1,good,27,good,17,good,78,moderate,0.145748987854251,0.007518796992481203,0.1148936170212766,0.18681318681318682,0.156
india,jaggayyapeta,161,unhealthy,3,good,41,good,6,good,161,unhealthy,0.31376518218623484,0.022556390977443608,0.17446808510638298,0.06593406593406594,0.322
brazil,jandaia do sul,35,good,1,good,19,good,0,good,35,good,0.058704453441295545,0.007518796992481203,0.08085106382978724,0.0,0.07
china,jiuquan,240,very unhealthy,1,good,36,good,2,good,240,very unhealthy,0.4736842105263158,0.007518796992481203,0.15319148936170213,0.02197802197802198,0.48
afghanistan,jurm,128,unhealthy for sensitive groups,0,good,26,good,0,good,128,unhealthy for sensitive groups,0.24696356275303644,0.0,0.11063829787234043,0.0,0.256
india,kallidaikurichchi,67,moderate,1,good,23,good,2,good,67,moderate,0.12348178137651822,0.007518796992481203,0.09787234042553192,0.02197802197802198,0.134
japan,kamiiso,52,moderate,1,good,39,good,1,good,52,moderate,0.09311740890688258,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.10400000000000001
united republic of tanzania,kasamwa,50,good,1,good,19,good,0,good,50,good,0.08906882591093117,0.007518796992481203,0.08085106382978724,0.0,0.1
russian federation,kashin,33,good,1,good,33,good,0,good,12,good,0.05465587044534413,0.007518796992481203,0.14042553191489363,0.0,0.024
poland,kedzierzyn kozle,59,moderate,1,good,44,good,0,good,59,moderate,0.10728744939271255,0.007518796992481203,0.18723404255319148,0.0,0.11800000000000001
nigeria,duku,63,moderate,2,good,19,good,0,good,63,moderate,0.11538461538461539,0.015037593984962405,0.08085106382978724,0.0,0.126
philippines,dulag,54,moderate,1,good,17,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.0723404255319149,0.0,0.108
canada,elliot lake,39,good,1,good,30,good,0,good,39,good,0.06680161943319837,0.007518796992481203,0.1276595744680851,0.0,0.078
myanmar,dawei,29,good,0,good,22,good,0,good,29,good,0.04655870445344129,0.0,0.09361702127659574,0.0,0.058
romania,dej,58,moderate,1,good,33,good,2,good,58,moderate,0.10526315789473684,0.007518796992481203,0.14042553191489363,0.02197802197802198,0.116
spain,denia,36,good,1,good,33,good,2,good,36,good,0.060728744939271245,0.007518796992481203,0.14042553191489363,0.02197802197802198,0.07200000000000001
ethiopia,dilla,58,moderate,1,good,17,good,0,good,58,moderate,0.10526315789473684,0.007518796992481203,0.0723404255319149,0.0,0.116
thailand,photharam,32,good,0,good,22,good,0,good,32,good,0.05263157894736842,0.0,0.09361702127659574,0.0,0.064
italy,pioltello,71,moderate,2,good,43,good,4,good,71,moderate,0.13157894736842105,0.015037593984962405,0.18297872340425533,0.04395604395604396,0.14200000000000002
bulgaria,popovo,41,good,1,good,41,good,0,good,33,good,0.0708502024291498,0.007518796992481203,0.17446808510638298,0.0,0.066
cambodia,pousat,26,good,0,good,18,good,0,good,26,good,0.040485829959514164,0.0,0.07659574468085106,0.0,0.052000000000000005
croatia,pozega,60,moderate,1,good,37,good,1,good,60,moderate,0.10931174089068826,0.007518796992481203,0.1574468085106383,0.01098901098901099,0.12
colombia,puerto colombia,108,unhealthy for sensitive groups,1,good,20,good,2,good,108,unhealthy for sensitive groups,0.20647773279352227,0.007518796992481203,0.0851063829787234,0.02197802197802198,0.216
india,pullampadi,56,moderate,0,good,28,good,0,good,56,moderate,0.10121457489878542,0.0,0.11914893617021277,0.0,0.112
peru,puno,23,good,0,good,12,good,1,good,23,good,0.03441295546558705,0.0,0.05106382978723405,0.01098901098901099,0.046
tunisia,qabis,106,unhealthy for sensitive groups,1,good,43,good,1,good,106,unhealthy for sensitive groups,0.20242914979757085,0.007518796992481203,0.18297872340425533,0.01098901098901099,0.212
india,rajpipla,162,unhealthy,0,good,30,good,0,good,162,unhealthy,0.3157894736842105,0.0,0.1276595744680851,0.0,0.324
france,rambouillet,75,moderate,2,good,20,good,6,good,75,moderate,0.13967611336032387,0.015037593984962405,0.0851063829787234,0.06593406593406594,0.15
united kingdom of great britain and northern ireland,omagh,29,good,1,good,29,good,1,good,12,good,0.04655870445344129,0.007518796992481203,0.12340425531914893,0.01098901098901099,0.024
burkina faso,orodara,50,good,1,good,16,good,0,good,50,good,0.08906882591093117,0.007518796992481203,0.06808510638297872,0.0,0.1
kazakhstan,oskemen,46,good,1,good,35,good,0,good,46,good,0.08097165991902834,0.007518796992481203,0.14893617021276595,0.0,0.092
poland,ostrowiec swietokrzyski,78,moderate,1,good,34,good,2,good,78,moderate,0.145748987854251,0.007518796992481203,0.1446808510638298,0.02197802197802198,0.156
brazil,otacilio costa,74,moderate,2,good,15,good,1,good,74,moderate,0.13765182186234817,0.015037593984962405,0.06382978723404255,0.01098901098901099,0.148
nigeria,ozubulu,170,unhealthy,10,good,19,good,9,good,170,unhealthy,0.3319838056680162,0.07518796992481203,0.08085106382978724,0.09890109890109891,0.34
afghanistan,pagman,87,moderate,0,good,39,good,0,good,87,moderate,0.16396761133603238,0.0,0.16595744680851063,0.0,0.17400000000000002
philippines,pamplona,81,moderate,1,good,14,good,0,good,81,moderate,0.15182186234817813,0.007518796992481203,0.059574468085106386,0.0,0.162
united states of america,peoria,49,good,1,good,21,good,14,good,49,good,0.08704453441295547,0.007518796992481203,0.08936170212765958,0.15384615384615385,0.098
russian federation,persianovskiy,38,good,1,good,38,good,1,good,33,good,0.06477732793522267,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.066
brazil,pesqueira,17,good,0,good,16,good,0,good,17,good,0.022267206477732792,0.0,0.06808510638297872,0.0,0.034
viet nam,phan rang,62,moderate,1,good,30,good,0,good,62,moderate,0.11336032388663966,0.007518796992481203,0.1276595744680851,0.0,0.124
united states of america,rancho palos verdes,81,moderate,2,good,8,good,33,good,81,moderate,0.15182186234817813,0.015037593984962405,0.03404255319148936,0.3626373626373627,0.162
germany,ratisbon,52,moderate,1,good,46,good,2,good,52,moderate,0.09311740890688258,0.007518796992481203,0.19574468085106383,0.02197802197802198,0.10400000000000001
belgium,ravels,30,good,1,good,30,good,3,good,30,good,0.048582995951417005,0.007518796992481203,0.1276595744680851,0.03296703296703297,0.06
united states of america,raytown,54,moderate,1,good,34,good,4,good,54,moderate,0.09716599190283401,0.007518796992481203,0.1446808510638298,0.04395604395604396,0.108
bulgaria,razlog,48,good,1,good,38,good,0,good,48,good,0.08502024291497975,0.007518796992481203,0.16170212765957448,0.0,0.096
brazil,realeza,37,good,1,good,14,good,0,good,37,good,0.06275303643724696,0.007518796992481203,0.059574468085106386,0.0,0.074
germany,recklinghausen,34,good,1,good,34,good,2,good,34,good,0.05668016194331983,0.007518796992481203,0.1446808510638298,0.02197802197802198,0.068
india,renukut,173,unhealthy,3,good,108,unhealthy for sensitive groups,1,good,173,unhealthy,0.33805668016194335,0.022556390977443608,0.4595744680851064,0.01098901098901099,0.34600000000000003
italy,rezzato,64,moderate,2,good,27,good,7,good,64,moderate,0.11740890688259109,0.015037593984962405,0.1148936170212766,0.07692307692307693,0.128
belgium,rijkevorsel,32,good,1,good,32,good,2,good,29,good,0.05263157894736842,0.007518796992481203,0.13617021276595745,0.02197802197802198,0.058
united states of america,river falls,48,good,1,good,41,good,2,good,48,good,0.08502024291497975,0.007518796992481203,0.17446808510638298,0.02197802197802198,0.096
brazil,rolante,55,moderate,1,good,14,good,2,good,55,moderate,0.09919028340080971,0.007518796992481203,0.059574468085106386,0.02197802197802198,0.11
russian federation,roshal,37,good,1,good,32,good,3,good,37,good,0.06275303643724696,0.007518796992481203,0.13617021276595745,0.03296703296703297,0.074
china,rucheng,171,unhealthy,4,good,171,unhealthy,4,good,141,unhealthy for sensitive groups,0.3340080971659919,0.03007518796992481,0.7276595744680852,0.04395604395604396,0.28200000000000003
guatemala,sacapulas,73,moderate,2,good,3,good,7,good,73,moderate,0.13562753036437247,0.015037593984962405,0.012765957446808512,0.07692307692307693,0.146
japan,sagae,37,good,1,good,37,good,1,good,21,good,0.06275303643724696,0.007518796992481203,0.1574468085106383,0.01098901098901099,0.042
canada,saint georges,31,good,1,good,9,good,2,good,31,good,0.050607287449392704,0.007518796992481203,0.03829787234042553,0.02197802197802198,0.062
france,saint maurice,71,moderate,2,good,20,good,6,good,71,moderate,0.13157894736842105,0.015037593984962405,0.0851063829787234,0.06593406593406594,0.14200000000000002
france,saint nazaire,30,good,1,good,30,good,3,good,15,good,0.048582995951417005,0.007518796992481203,0.1276595744680851,0.03296703296703297,0.03
france,saint pierre des corps,47,good,1,good,24,good,3,good,47,good,0.08299595141700404,0.007518796992481203,0.1021276595744681,0.03296703296703297,0.094
india,sakti,178,unhealthy,2,good,121,unhealthy for sensitive groups,2,good,178,unhealthy,0.3481781376518219,0.015037593984962405,0.5148936170212766,0.02197802197802198,0.356
philippines,sampaloc,54,moderate,1,good,23,good,1,good,54,moderate,0.09716599190283401,0.007518796992481203,0.09787234042553192,0.01098901098901099,0.108
tunisia,qurbah,31,good,1,good,31,good,3,good,29,good,0.050607287449392704,0.007518796992481203,0.13191489361702127,0.03296703296703297,0.058
chile,temuco,30,good,0,good,22,good,2,good,30,good,0.048582995951417005,0.0,0.09361702127659574,0.02197802197802198,0.06
mexico,tenosique,61,moderate,1,good,13,good,1,good,61,moderate,0.11133603238866396,0.007518796992481203,0.055319148936170216,0.01098901098901099,0.122
russian federation,tikhvin,32,good,1,good,32,good,0,good,13,good,0.05263157894736842,0.007518796992481203,0.13617021276595745,0.0,0.026000000000000002
russian federation,lakinsk,29,good,1,good,28,good,4,good,29,good,0.04655870445344129,0.007518796992481203,0.11914893617021277,0.04395604395604396,0.058
france,laval,41,good,1,good,30,good,2,good,41,good,0.0708502024291498,0.007518796992481203,0.1276595744680851,0.02197802197802198,0.082
united states of america,los alamitos,94,moderate,3,good,11,good,34,good,94,moderate,0.17813765182186234,0.022556390977443608,0.04680851063829787,0.37362637362637363,0.188
spain,los corrales de buelna,43,good,1,good,43,good,0,good,23,good,0.07489878542510121,0.007518796992481203,0.18297872340425533,0.0,0.046
italy,lugo,53,moderate,1,good,33,good,5,good,53,moderate,0.0951417004048583,0.007518796992481203,0.14042553191489363,0.05494505494505495,0.106
united kingdom of great britain and northern ireland,lurgan,30,good,0,good,30,good,1,good,20,good,0.048582995951417005,0.0,0.1276595744680851,0.01098901098901099,0.04
netherlands,maasbracht,38,good,1,good,28,good,3,good,38,good,0.06477732793522267,0.007518796992481203,0.11914893617021277,0.03296703296703297,0.076
united states of america,madison,45,good,1,good,41,good,10,good,45,good,0.07894736842105263,0.007518796992481203,0.17446808510638298,0.1098901098901099,0.09
united states of america,madisonville,73,moderate,1,good,28,good,11,good,73,moderate,0.13562753036437247,0.007518796992481203,0.11914893617021277,0.1208791208791209,0.146
india,mahad,95,moderate,0,good,23,good,0,good,95,moderate,0.18016194331983806,0.0,0.09787234042553192,0.0,0.19
pakistan,malakwal,149,unhealthy for sensitive groups,2,good,128,unhealthy for sensitive groups,1,good,149,unhealthy for sensitive groups,0.2894736842105263,0.015037593984962405,0.5446808510638298,0.01098901098901099,0.298
india,manchar,112,unhealthy for sensitive groups,1,good,25,good,0,good,112,unhealthy for sensitive groups,0.2145748987854251,0.007518796992481203,0.10638297872340426,0.0,0.224
united states of america,manitowoc,44,good,1,good,27,good,7,good,44,good,0.07692307692307693,0.007518796992481203,0.1148936170212766,0.07692307692307693,0.088
sudan,marabba,37,good,1,good,16,good,0,good,37,good,0.06275303643724696,0.007518796992481203,0.06808510638297872,0.0,0.074
brazil,maracaju,14,good,1,good,14,good,0,good,13,good,0.016194331983805668,0.007518796992481203,0.059574468085106386,0.0,0.026000000000000002
brazil,maracana,50,good,0,good,16,good,0,good,50,good,0.08906882591093117,0.0,0.06808510638297872,0.0,0.1
niger,mayahi,56,moderate,2,good,26,good,1,good,56,moderate,0.10121457489878542,0.015037593984962405,0.11063829787234043,0.01098901098901099,0.112
india,mehnagar,180,unhealthy,3,good,171,unhealthy,1,good,180,unhealthy,0.3522267206477733,0.022556390977443608,0.7276595744680852,0.01098901098901099,0.36
germany,meppen,35,good,0,good,34,good,1,good,35,good,0.058704453441295545,0.0,0.1446808510638298,0.01098901098901099,0.07
